3 50 0 0 
0.000000 1.000000 0.000000 0.000000 
0.020408 0.959600 0.000000 0.000416 
0.040816 0.920033 0.000000 0.001666 
0.061224 0.881299 0.000000 0.003748 
0.081633 0.843399 0.000000 0.006664 
0.102041 0.806331 0.000000 0.010412 
0.122449 0.770096 0.000000 0.014994 
0.142857 0.734694 0.000000 0.020408 
0.163265 0.700125 0.000000 0.026656 
0.183673 0.666389 0.000000 0.033736 
0.204082 0.633486 0.000000 0.041649 
0.224490 0.601416 0.000000 0.050396 
0.244898 0.570179 0.000000 0.059975 
0.265306 0.539775 0.000000 0.070387 
0.285714 0.510204 0.000000 0.081633 
0.306122 0.481466 0.000000 0.093711 
0.326531 0.453561 0.000000 0.106622 
0.346939 0.426489 0.000000 0.120367 
0.367347 0.400250 0.000000 0.134944 
0.387755 0.374844 0.000000 0.150354 
0.408163 0.350271 0.000000 0.166597 
0.428571 0.326531 0.000000 0.183673 
0.448980 0.303623 0.000000 0.201583 
0.469388 0.281549 0.000000 0.220325 
0.489796 0.260308 0.000000 0.239900 
0.510204 0.239900 0.000000 0.260308 
0.530612 0.220325 0.000000 0.281549 
0.551020 0.201583 0.000000 0.303623 
0.571429 0.183673 0.000000 0.326531 
0.591837 0.166597 0.000000 0.350271 
0.612245 0.150354 0.000000 0.374844 
0.632653 0.134944 0.000000 0.400250 
0.653061 0.120367 0.000000 0.426489 
0.673469 0.106622 0.000000 0.453561 
0.693878 0.093711 0.000000 0.481466 
0.714286 0.081633 0.000000 0.510204 
0.734694 0.070387 0.000000 0.539775 
0.755102 0.059975 0.000000 0.570179 
0.775510 0.050396 0.000000 0.601416 
0.795918 0.041649 0.000000 0.633486 
0.816327 0.033736 0.000000 0.666389 
0.836735 0.026656 0.000000 0.700125 
0.857143 0.020408 0.000000 0.734694 
0.877551 0.014994 0.000000 0.770096 
0.897959 0.010412 0.000000 0.806331 
0.918367 0.006664 0.000000 0.843399 
0.938776 0.003748 0.000000 0.881299 
0.959184 0.001666 0.000000 0.920033 
0.979592 0.000416 0.000000 0.959600 
1.000000 0.000000 0.000000 1.000000 
